project_id_prefix,sub_category_zh,sub_category_en,major_code,onet_code
AGR-0711,野生动物保护专家,Wildlife Conservation Specialist,AGR,19-1023.00
AGR-0801,护林员,Forest Ranger / Park Ranger,AGR,19-1031.03
AGR-0802,木材加工师,Timber Processing Specialist / Sawyer,AGR,45-4023.00
AGR-0803,森林消防员,Wildland Firefighter,AGR,33-2011.00
AGR-0804,林业工程师,Forestry Engineer / Silviculturist,AGR,19-1032.00
AGR-0805,伐木工,Logger / Lumberjack,AGR,45-4022.00
AGR-0806,树艺师,Arborist / Tree Surgeon,AGR,37-3013.00
AGR-0901,农业物联网工程师,Agricultural IoT Engineer,AGR,15-1252.00
AGR-0902,垂直农场运营经理,Vertical Farm Operations Manager,AGR,45-2091.00
AGR-0903,农业生物技术研究员,Agricultural Biotechnology Researcher,AGR,19-1013.00
AGR-0904,食品科学家,Food Scientist,AGR,19-1012.00
AGR-0905,农业经济学家,Agricultural Economist,AGR,19-3011.00
AGR-0906,植物保护员/植检员,Plant Protection / Phytosanitary Inspector,AGR,45-2011.00
AGR-0907,昆虫学家,Entomologist,AGR,19-1023.00
AGR-0908,土壤科学家,Soil Scientist,AGR,19-1013.00
AGR-0909,农产品质量检测员,Agricultural Product Quality Inspector,AGR,45-2011.00
AGR-0910,农业气象学家,Agricultural Meteorologist,AGR,19-2021.00
AGR-0911,智能温室管理员,Smart Greenhouse Manager,AGR,45-2091.00
AGR-0912,农业保险评估师,Agricultural Insurance Assessor,AGR,13-1031.02
