id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source,generated_date,data_snapshot_date,source_period,median_salary_rmb
TRA-0408-CN-general,交通运输与物流,TRA,公路,校车司机,School Bus Driver,8331,53-3051.00,东亚,中国,CN,country,general,驾照/高中,20-35,global,2.8,2.4,3.6,6.8,7.0,9.1,5.2,6.4,3.2,5.1,6.8,5.6,3.9,2.5,3.7,3.1,3.2,1.5,3.9,3.8,0.4,5.2,4.3,4.2,4.9,3.8,6.1,5.9,6.7,4.4,3.3,5.4,2.8,2.7,0,-1,→,2026-2030,4.92,中国校车司机：薪资水平偏低，AI替代风险较高,"China School Bus Driver: relatively low pay, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,69000
SKL-0902-CN-general,技术工种与手工业,SKL,重型设备操作,混凝土搅拌车司机,Concrete Mixer Truck Driver,8332,53-3032.00,东亚,中国,CN,country,general,驾照/培训,20-30,global,3.7,2.5,5.5,6.9,6.7,7.2,5.6,6.4,5.9,6.0,5.6,3.8,4.1,3.4,4.2,3.8,3.4,1.7,4.4,3.8,0.6,5.5,3.1,5.7,4.3,1.8,5.4,3.4,6.1,4.7,7.0,3.4,4.5,3.8,2,2,↑,2026-2030,4.92,中国混凝土搅拌车司机：安全风险较高,China Concrete Mixer Truck Driver: high safety risk,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,176000
TRA-0204-CN-general,交通运输与物流,TRA,航海,普通海员,Able Seaman,8350,53-5011.00,东亚,中国,CN,country,general,海员证,18-28,global,2.8,2.8,4.7,5.9,6.3,7.1,6.6,7.2,4.1,6.2,5.8,3.6,4.5,3.1,4.0,4.3,3.8,1.3,4.8,3.8,0.2,5.0,0.7,6.8,3.5,2.9,5.3,5.8,8.4,4.6,7.6,1.0,7.9,4.5,1,1,→,2028-2033,4.91,中国普通海员：薪资水平偏低，安全风险较高，体力要求高,"China Able Seaman: relatively low pay, high safety risk, high physical demand",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,93000
AGR-0801-CN-general,农业、资源与环境,AGR,林业,护林员,Forest Ranger / Park Ranger,6210,19-1031.03,东亚,中国,CN,country,general,培训/大专,20-35,global,3.3,2.3,3.2,7.1,4.3,5.3,4.7,5.7,3.7,4.6,6.6,4.3,3.8,3.7,4.2,3.9,3.4,1.3,7.8,4.7,0.5,6.4,3.5,7.2,3.9,4.1,5.4,3.9,6.8,3.7,5.3,2.1,2.8,4.8,1,1,→,2035+,4.91,中国护林员：薪资水平偏低，AI替代抗性强,"China Forest Ranger / Park Ranger: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,65000
AGR-0206-CN-general,农业、资源与环境,AGR,畜牧,兽医助理/兽医技师,Veterinary Technician,3240,29-2056.00,东亚,中国,CN,country,general,大专/培训,20-28,global,4.4,4.0,3.9,7.3,5.6,8.2,4.7,5.9,4.6,4.7,5.5,4.8,4.2,2.1,4.0,3.8,3.3,1.4,6.1,5.5,0.4,7.1,3.3,5.5,5.9,7.1,6.2,3.9,5.3,4.7,6.9,3.0,1.9,3.3,0,1,→,2032-2038,4.91,中国兽医助理/兽医技师：发展平稳,China Veterinary Technician: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,94000
ART-1701-CN-general,文化、艺术与传媒,ART,传统表演艺术,歌舞伎演员,Kabuki Actor,2655,27-2011.00,东亚,中国,CN,country,general,专科/师承,12-20,country_specific,7.3,4.8,3.7,6.8,3.8,2.4,4.2,4.4,5.0,3.1,3.8,6.9,5.5,4.3,4.0,4.2,3.6,2.8,9.7,7.2,1.6,5.6,3.2,7.9,3.2,5.1,4.3,6.9,6.2,2.7,3.3,4.0,3.8,5.3,-1,-2,↓,2035+,4.9,中国歌舞伎演员：AI替代抗性强，近年需求下降,"China Kabuki Actor: strong AI resistance, declining demand",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,139000
ART-1120-CN-general,文化、艺术与传媒,ART,体育竞技,运动医学医生,Sports Medicine Doctor,2212,29-1229.04,东亚,中国,CN,country,general,博士,28-35,global,7.9,7.8,5.5,8.0,5.4,6.7,5.5,5.6,8.2,3.9,3.3,5.3,4.1,2.5,4.9,4.4,3.4,4.0,7.9,8.5,0.9,5.1,1.7,8.3,3.4,4.7,1.7,7.7,3.8,6.9,5.1,2.6,6.8,6.0,3,1,→,2035+,4.9,中国运动医学医生：薪资回报高，AI替代抗性强，收入/口碑分化大,"China Sports Medicine Doctor: high compensation, strong AI resistance, high income/reputation variance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,466000
SKL-0901-CN-general,技术工种与手工业,SKL,重型设备操作,推土机操作员,Bulldozer Operator,8342,47-2073.00,东亚,中国,CN,country,general,驾照/培训,20-30,global,3.4,2.6,5.2,6.9,6.7,7.3,5.8,6.1,5.5,6.1,5.6,3.3,4.0,3.3,4.0,4.3,3.4,1.5,4.2,4.1,0.4,5.4,3.4,5.9,4.4,1.6,5.5,4.2,7.0,5.3,7.0,3.6,4.3,3.5,2,2,↑,2026-2030,4.9,中国推土机操作员：安全风险较高,China Bulldozer Operator: high safety risk,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,151000
TECH-0507-CN-general,信息技术与数字化,TECH,新兴数字职业,数据标注师,Data Annotator,4132,43-9021.00,东亚,中国,CN,country,general,高中/大专,18-40,global,1.9,1.3,3.3,3.6,5.4,6.8,4.7,3.0,3.5,4.8,3.5,9.5,5.4,3.9,3.4,4.0,4.8,2.8,2.2,3.8,7.9,3.2,5.0,3.1,3.3,7.2,7.8,3.4,1.3,0.0,5.7,7.4,3.9,2.9,2,2,↑,2025-2028,4.9,中国数据标注师：薪资水平偏低，AI替代风险较高，就业波动大,"China Data Annotator: relatively low pay, high AI displacement risk, volatile employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,104000
TRA-0801-CN-general,交通运输与物流,TRA,管道运输,管道运行工,Pipeline Operator,3132,53-7072.00,东亚,中国,CN,country,general,大专/技校,22-32,global,4.9,4.7,3.8,8.0,4.7,3.6,6.2,7.1,6.0,6.2,7.2,4.8,4.8,4.7,4.8,3.9,3.5,1.1,5.2,4.5,0.6,5.2,3.5,4.7,2.4,3.5,6.1,4.2,7.2,5.4,5.1,2.2,3.7,7.0,1,1,→,2028-2033,4.89,中国管道运行工：发展平稳,China Pipeline Operator: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,208000
AGR-0806-CN-general,农业、资源与环境,AGR,林业,树艺师,Arborist / Tree Surgeon,6113,37-3013.00,东亚,中国,CN,country,general,培训+证书,20-40,global,4.9,3.5,3.4,6.9,4.3,5.4,5.5,6.3,5.1,4.5,5.5,4.0,3.7,4.0,4.5,3.6,3.1,1.4,7.8,4.4,0.2,6.2,3.8,6.8,6.4,3.3,5.1,4.3,7.7,4.2,5.8,2.5,2.9,4.3,1,1,→,2035+,4.89,中国树艺师：AI替代抗性强，安全风险高,"China Arborist / Tree Surgeon: strong AI resistance, high safety risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,112000
SKL-0904-CN-general,技术工种与手工业,SKL,重型设备操作,压路机操作员,Road Roller Operator,8342,47-2073.00,东亚,中国,CN,country,general,驾照/培训,20-30,global,3.7,2.2,5.2,7.2,7.1,6.3,5.8,6.5,5.6,5.9,5.2,4.4,4.1,2.9,4.0,4.0,3.6,1.4,3.5,4.1,0.5,5.1,2.8,5.7,4.3,1.8,5.5,4.1,5.4,5.0,7.1,3.3,4.7,3.2,2,2,↑,2026-2030,4.88,中国压路机操作员：AI替代风险较高,China Road Roller Operator: high AI displacement risk,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,159000
AGR-0205-CN-general,农业、资源与环境,AGR,畜牧,畜牧育种师,Animal Breeder,6121,45-2021.00,东亚,中国,CN,country,general,大专/本科,22-32,global,5.3,4.6,4.2,7.4,5.4,7.9,5.8,5.9,5.5,4.7,5.8,4.8,4.5,2.4,4.0,3.4,3.3,1.6,5.5,3.9,0.1,7.0,3.4,5.8,6.3,4.0,6.6,3.8,5.5,1.4,7.2,3.0,2.1,3.7,0,1,→,2028-2033,4.88,中国畜牧育种师：发展平稳,China Animal Breeder: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,127000
ART-1110-CN-general,文化、艺术与传媒,ART,体育竞技,职业拳击手/格斗选手,Professional Boxer / MMA Fighter,3421,27-2021.00,东亚,中国,CN,country,general,高中/体校,14-22,global,6.1,4.1,5.7,2.7,5.2,7.0,5.7,5.0,7.4,3.9,2.7,2.9,4.5,2.3,4.7,4.4,3.3,4.0,9.3,7.5,1.4,4.6,1.8,8.7,3.7,4.7,1.8,7.6,9.4,2.3,4.9,2.8,6.7,5.9,3,1,→,2035+,4.87,中国职业拳击手/格斗选手：AI替代抗性强，收入/口碑分化大，就业波动大,"China Professional Boxer / MMA Fighter: strong AI resistance, high income/reputation variance, volatile employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,363000
AGR-0504-CN-general,农业、资源与环境,AGR,石油天然气,炼化工程师,Refinery Process Engineer,2145,17-2041.00,东亚,中国,CN,country,general,本科,24-32,global,5.9,5.5,2.8,6.3,6.2,5.7,6.4,7.6,8.0,6.5,5.3,4.3,3.3,2.2,3.6,4.5,5.6,2.1,5.8,6.0,0.9,4.5,2.3,5.2,4.2,3.1,4.9,5.5,3.7,5.1,8.3,1.5,6.2,7.2,-1,0,→,2028-2033,4.87,中国炼化工程师：薪资回报高，受经济周期影响大,"China Refinery Process Engineer: high compensation, highly cyclical",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,313000
ART-1702-CN-general,文化、艺术与传媒,ART,传统表演艺术,能乐演员,Noh Theatre Performer,2655,27-2011.00,东亚,中国,CN,country,general,专科/师承,12-20,country_specific,7.1,4.4,3.8,5.8,4.0,2.9,3.8,4.0,4.5,3.2,4.3,6.8,6.0,4.3,3.5,4.2,3.6,2.7,9.6,7.6,1.9,5.5,3.0,8.1,3.1,4.8,4.1,6.8,6.1,2.4,3.4,4.5,3.4,5.3,-1,-2,↓,2035+,4.87,中国能乐演员：薪资水平偏低，供过于求，AI替代抗性强,"China Noh Theatre Performer: relatively low pay, oversupply of talent, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,122000
GOV-0903-CN-general,公共管理与公务员,GOV,情报安全,反恐专家,Counter-terrorism Specialist,5412,33-3021.06,东亚,中国,CN,country,general,本科/军校,22-30,global,7.4,7.4,5.5,7.3,3.9,3.3,6.2,6.1,7.9,6.1,8.9,3.7,3.3,2.7,3.4,5.1,3.9,2.0,7.6,8.3,1.1,4.5,2.1,8.2,1.2,3.8,4.0,5.7,7.7,9.9,1.5,0.3,3.9,9.9,1,3,↑,2035+,4.87,中国反恐专家：就业极其稳定，薪资回报高，准入门槛高,"China Counter-terrorism Specialist: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,381000
AGR-0201-CN-general,农业、资源与环境,AGR,畜牧,畜牧养殖者,Livestock Farmer / Rancher,6121,45-2093.00,东亚,中国,CN,country,general,无要求/中学,16-35,global,3.4,2.4,3.9,7.4,5.4,7.8,5.1,5.5,4.0,5.0,5.5,5.0,4.4,2.2,3.9,3.3,3.4,1.6,5.0,3.9,0.3,7.4,3.2,5.6,7.2,4.1,6.6,4.3,8.2,1.7,6.8,3.1,2.2,3.3,0,1,→,2028-2033,4.86,中国畜牧养殖者：薪资水平偏低，体力要求高,"China Livestock Farmer / Rancher: relatively low pay, high physical demand",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,72000
SVC-0907-CN-general,服务业与消费,SVC,清洁与维护,洗衣/干洗师,Laundry / Dry Cleaning Worker,8157,51-6011.00,东亚,中国,CN,country,general,无要求,18-45,global,2.0,1.4,4.1,7.0,6.2,5.3,5.0,5.5,3.0,3.8,4.7,5.8,4.5,3.6,4.3,3.7,4.7,1.1,6.1,2.4,0.7,3.0,2.8,3.3,4.1,5.3,6.6,4.5,5.2,1.1,3.9,5.1,2.4,3.3,0,1,→,2032-2038,4.86,中国洗衣/干洗师：薪资水平偏低,China Laundry / Dry Cleaning Worker: relatively low pay,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,51000
AGR-0105-CN-general,农业、资源与环境,AGR,种植,有机农业技术员,Organic Farming Technician,6111,45-2091.00,东亚,中国,CN,country,general,大专/培训,20-35,global,4.5,3.8,5.5,7.6,5.7,9.0,4.3,5.1,4.5,4.6,4.9,5.5,4.1,2.9,3.9,3.5,3.5,2.0,4.4,4.5,0.5,7.0,4.1,6.8,6.9,4.4,6.8,4.3,7.9,1.0,8.0,2.6,1.9,2.9,0,3,↑,2026-2030,4.86,中国有机农业技术员：薪资水平偏低，受经济周期影响大,"China Organic Farming Technician: relatively low pay, highly cyclical",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,84000
LAW-0707-CN-general,法律与社会服务,LAW,NGO与人道主义,灾害救援工作者,Disaster Relief Worker,2635,21-1099.00,东亚,中国,CN,country,general,本科/培训,22-30,global,4.7,4.8,4.3,6.2,4.6,4.2,5.1,4.3,2.9,3.1,3.7,3.8,3.3,2.4,2.0,6.2,5.0,2.1,8.6,6.3,1.3,5.6,1.4,8.0,2.5,6.1,5.0,8.6,7.0,3.5,3.8,2.2,7.6,2.7,2,2,↑,2035+,4.85,中国灾害救援工作者：薪资水平偏低，职业成就感高，过劳风险高,"China Disaster Relief Worker: relatively low pay, high job fulfillment, high burnout risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,76000
SKL-0907-CN-general,技术工种与手工业,SKL,重型设备操作,矿用卡车司机,Mining Haul Truck Driver,8342,53-7032.00,东亚,中国,CN,country,general,驾照/培训,20-30,global,3.3,2.3,5.7,6.9,6.9,5.8,5.9,6.3,6.4,5.7,5.1,3.4,4.0,3.4,4.1,4.1,3.9,1.6,3.2,3.7,0.3,5.2,2.3,5.4,4.7,1.7,5.1,4.1,5.8,5.3,6.8,3.6,5.2,3.6,2,2,↑,2026-2030,4.85,中国矿用卡车司机：AI替代风险较高，安全风险较高,"China Mining Haul Truck Driver: high AI displacement risk, high safety risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,220000
ART-1118-CN-general,文化、艺术与传媒,ART,体育竞技,运动心理学家,Sports Psychologist,2634,19-3031.02,东亚,中国,CN,country,general,硕士/博士,26-34,global,7.9,8.3,5.7,8.0,5.1,7.0,5.8,5.2,7.0,4.0,3.0,5.4,4.2,2.4,4.6,4.0,3.5,4.2,7.7,7.2,1.0,4.6,1.7,8.8,3.6,4.7,1.7,7.8,1.8,2.6,5.0,2.8,6.5,6.2,3,1,→,2035+,4.85,中国运动心理学家：AI替代抗性强，收入/口碑分化大，就业波动大,"China Sports Psychologist: strong AI resistance, high income/reputation variance, volatile employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,310000
AGR-0502-CN-general,农业、资源与环境,AGR,石油天然气,钻井工程师,Drilling Engineer,2145,17-2171.00,东亚,中国,CN,country,general,本科,24-32,global,6.1,5.6,4.0,6.8,6.1,6.1,6.9,7.0,8.4,7.0,5.8,2.4,3.5,2.0,3.6,4.9,3.9,2.1,5.6,6.0,1.0,4.2,1.4,5.2,4.3,3.1,5.1,5.4,6.1,5.3,8.5,1.3,7.4,7.1,-1,0,→,2028-2033,4.85,中国钻井工程师：薪资回报高，安全风险高，受经济周期影响大,"China Drilling Engineer: high compensation, high safety risk, highly cyclical",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,381000
ART-1704-CN-general,文化、艺术与传媒,ART,传统表演艺术,弗拉门戈舞者,Flamenco Dancer,2653,27-2031.00,东亚,中国,CN,country,general,专科/师承,12-20,regional,7.0,4.6,3.7,5.7,4.1,3.4,3.7,4.5,4.5,3.5,3.8,6.9,5.9,4.3,3.9,3.9,3.3,2.8,9.1,6.1,1.9,5.3,3.3,8.4,3.4,4.8,4.1,6.8,7.1,2.8,3.4,4.1,4.8,4.9,-1,-2,↓,2035+,4.84,中国弗拉门戈舞者：薪资水平偏低，供过于求，AI替代抗性强,"China Flamenco Dancer: relatively low pay, oversupply of talent, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,121000
ART-1707-CN-general,文化、艺术与传媒,ART,传统表演艺术,昆曲演员,Kunqu Opera Performer,2655,27-2011.00,东亚,中国,CN,country,general,专科/师承,12-20,regional,6.9,4.9,3.3,6.5,4.2,2.4,4.1,4.6,4.3,3.2,4.3,6.7,5.6,4.3,3.9,4.2,3.4,2.9,9.1,7.1,1.9,5.1,3.4,7.9,2.9,5.2,4.4,7.0,6.3,2.3,3.2,4.3,3.4,4.9,-1,-2,↓,2035+,4.84,中国昆曲演员：薪资水平偏低，AI替代抗性强，近年需求下降,"China Kunqu Opera Performer: relatively low pay, strong AI resistance, declining demand",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,106000
AGR-0503-CN-general,农业、资源与环境,AGR,石油天然气,管道工程师(油气),Pipeline Engineer,2145,17-2171.00,东亚,中国,CN,country,general,本科,24-32,global,6.1,5.5,4.0,6.8,5.7,6.0,6.1,7.5,8.1,6.6,5.3,3.9,3.2,2.4,3.5,4.8,4.0,1.8,5.7,6.1,0.9,4.1,1.8,5.3,3.9,2.8,5.0,5.3,5.1,5.4,8.3,1.1,6.8,7.3,-1,0,→,2028-2033,4.83,中国管道工程师(油气)：薪资回报高，安全风险高，受经济周期影响大,"China Pipeline Engineer: high compensation, high safety risk, highly cyclical",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,349000
ART-1113-CN-general,文化、艺术与传媒,ART,体育竞技,相扑力士,Sumo Wrestler (Rikishi),3421,,东亚,中国,CN,country,general,高中/体校,14-22,country_specific,6.3,3.9,5.5,3.7,5.4,3.2,5.3,5.0,6.2,4.1,2.8,5.4,4.5,2.2,5.1,4.4,3.5,4.0,9.6,7.1,1.3,4.6,1.9,8.5,3.8,4.6,1.8,7.3,9.5,2.6,5.0,2.8,6.5,5.9,3,1,→,2035+,4.83,中国相扑力士：AI替代抗性强，收入/口碑分化大，就业波动大,"China Sumo Wrestler (Rikishi): strong AI resistance, high income/reputation variance, volatile employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,232000
ART-1117-CN-general,文化、艺术与传媒,ART,体育竞技,体能训练师,Strength & Conditioning Coach,3422,27-2022.00,东亚,中国,CN,country,general,本科,22-32,global,6.3,4.3,5.6,6.6,5.4,7.2,5.6,5.0,5.5,3.9,2.8,5.3,4.3,2.4,4.9,4.5,3.7,4.1,7.9,6.8,1.1,4.7,1.7,8.5,3.3,4.4,1.9,7.5,6.9,3.4,5.3,2.6,6.7,5.9,3,1,→,2035+,4.83,中国体能训练师：AI替代抗性强，收入/口碑分化大，就业波动大,"China Strength & Conditioning Coach: strong AI resistance, high income/reputation variance, volatile employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,174000
ART-1111-CN-general,文化、艺术与传媒,ART,体育竞技,职业游泳运动员,Professional Swimmer,3421,27-2021.00,东亚,中国,CN,country,general,高中/体校,14-22,global,6.0,4.0,5.7,2.8,4.9,6.1,5.6,5.6,6.2,3.6,3.2,5.4,4.4,2.2,4.8,4.0,3.6,4.3,9.2,6.9,0.9,4.8,1.8,8.6,3.4,4.6,1.9,7.2,9.3,2.2,4.9,2.9,6.7,5.7,3,1,→,2035+,4.83,中国职业游泳运动员：AI替代抗性强，收入/口碑分化大，就业波动大,"China Professional Swimmer: strong AI resistance, high income/reputation variance, volatile employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,229000
AGR-0113-CN-general,农业、资源与环境,AGR,种植,蘑菇种植者,Mushroom Farmer,6112,45-2092.02,东亚,中国,CN,country,general,培训,18-40,global,3.8,2.0,3.9,7.6,6.1,5.3,4.2,5.2,3.3,4.6,4.7,5.4,4.3,2.9,4.3,3.8,3.4,1.8,5.0,4.0,0.3,6.8,4.4,5.5,6.8,4.7,7.1,4.2,6.3,0.8,6.2,2.7,2.3,3.1,0,0,→,2028-2033,4.83,中国蘑菇种植者：薪资水平偏低,China Mushroom Farmer: relatively low pay,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,55000
GOV-0601-CN-general,公共管理与公务员,GOV,军事,军官,Military Officer,110,55-1011.00,东亚,中国,CN,country,general,本科/军校,18-25,global,6.9,7.3,5.2,8.2,4.5,4.2,4.7,4.2,7.1,6.1,9.7,3.8,3.6,2.8,3.4,5.9,4.4,2.7,7.5,9.4,0.0,4.4,2.3,7.7,1.0,3.5,4.1,7.2,7.3,9.4,1.5,0.5,3.3,9.6,0,2,↑,2035+,4.81,中国军官：就业极其稳定，准入门槛高，职业安全风险高,"China Military Officer: extremely stable employment, high entry barrier, high safety risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,274000
AGR-0404-CN-general,农业、资源与环境,AGR,采矿,地质学家/探矿师,Geologist / Exploration Geologist,2114,19-2042.00,东亚,中国,CN,country,general,本科/硕士,24-32,global,7.6,7.8,3.6,5.3,5.6,7.0,7.2,7.6,8.1,5.7,5.0,5.3,2.3,2.2,3.2,3.3,2.8,2.1,6.6,7.4,2.3,3.6,2.2,7.2,3.8,2.2,4.5,5.2,5.0,5.0,8.3,1.3,7.2,5.3,0,1,→,2032-2038,4.81,中国地质学家/探矿师：薪资回报高，受经济周期影响大,"China Geologist / Exploration Geologist: high compensation, highly cyclical",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,350000
AGR-0403-CN-general,农业、资源与环境,AGR,采矿,矿业工程师,Mining Engineer,2146,17-2151.00,东亚,中国,CN,country,general,本科/硕士,24-32,global,7.2,7.0,4.7,5.5,5.6,6.6,7.3,8.2,8.8,5.7,4.7,4.7,2.4,2.3,3.3,3.0,5.5,2.2,6.1,7.0,2.4,3.6,1.8,3.9,3.9,2.4,4.4,4.8,4.3,5.6,8.2,1.3,6.5,5.6,0,1,→,2032-2038,4.81,中国矿业工程师：薪资回报高，受经济周期影响大,"China Mining Engineer: high compensation, highly cyclical",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,462000
ART-1107-CN-general,文化、艺术与传媒,ART,体育竞技,裁判员,Sports Referee / Umpire,3422,27-2023.00,东亚,中国,CN,country,general,无要求,25-35,global,5.8,3.9,5.6,5.8,5.1,6.6,5.4,5.3,4.8,4.1,4.8,5.2,3.9,2.1,4.6,4.2,3.7,4.3,7.6,6.7,0.9,4.9,1.6,8.5,3.6,4.5,1.9,7.4,5.4,3.7,5.0,2.6,6.4,5.7,3,1,→,2035+,4.81,中国裁判员：AI替代抗性强，收入/口碑分化大，职业成就感高,"China Sports Referee / Umpire: strong AI resistance, high income/reputation variance, high career fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,131000
TRA-0604-CN-general,交通运输与物流,TRA,快递最后一公里,快递站长,Delivery Station Manager,1324,11-3071.02,东亚,中国,CN,country,general,高中/大专,25-35,global,3.7,3.2,6.5,4.7,8.5,9.8,4.6,4.9,4.7,4.5,4.1,6.2,3.4,1.7,3.3,2.7,3.0,2.2,4.5,4.8,0.1,6.3,2.6,3.9,4.7,3.8,6.7,7.4,4.8,2.6,5.8,7.1,2.1,4.3,4,4,↑↑,2028-2033,4.8,中国快递站长：近年增长迅猛,China Delivery Station Manager: rapid recent growth,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,126000
ART-1708-CN-general,文化、艺术与传媒,ART,传统表演艺术,皮影戏表演者,Shadow Puppetry Performer,2655,27-2011.00,东亚,中国,CN,country,general,专科/师承,12-20,regional,7.3,4.8,3.4,6.1,4.0,2.8,4.0,4.3,3.5,3.6,3.9,6.8,5.5,4.0,3.6,4.2,3.9,2.6,9.8,5.8,1.9,5.2,3.3,7.9,2.9,5.3,4.1,6.7,4.6,2.4,3.6,4.6,3.5,4.7,-1,-2,↓,2035+,4.8,中国皮影戏表演者：薪资水平偏低，供过于求，AI替代抗性强,"China Shadow Puppetry Performer: relatively low pay, oversupply of talent, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,86000
LAW-0906-CN-general,法律与社会服务,LAW,心理社会服务,保释担保人,Bail Bondsman,3312,13-2099.00,东亚,中国,CN,country,general,高中/大专,22-35,country_specific,3.0,2.9,3.2,6.7,3.5,2.8,4.3,3.4,5.7,5.5,4.0,5.5,4.8,3.5,3.7,4.4,4.4,4.2,6.7,3.7,3.1,7.1,3.8,4.6,8.2,4.6,6.1,7.4,3.3,5.4,3.4,4.2,1.0,4.0,0,-1,→,2032-2038,4.8,中国保释担保人：发展平稳,China Bail Bondsman: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,224000
ART-1115-CN-general,文化、艺术与传媒,ART,体育竞技,运动营养师,Sports Nutritionist,2265,29-1031.00,东亚,中国,CN,country,general,本科,24-32,global,6.4,6.2,5.4,7.4,5.5,6.7,5.7,5.3,6.1,4.1,3.0,5.4,4.2,2.3,4.8,4.5,3.6,4.2,6.8,6.5,1.2,4.6,1.4,8.7,3.5,4.6,2.0,7.8,3.3,3.4,5.2,2.9,6.4,6.1,3,1,→,2032-2038,4.8,中国运动营养师：收入/口碑分化大，就业波动大，职业成就感高,"China Sports Nutritionist: high income/reputation variance, volatile employment, high career fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,224000
